model_name,radius,filename,n_rows,total_effect,total_pval,total_ci_low,total_ci_high,direct_effect,direct_pval,direct_ci_low,direct_ci_high,indirect_effect,indirect_ci_low,indirect_ci_high,prop_mediated,path_a_coef,path_a_pval,path_b_coef,path_b_pval,causal_r2,predictive_r2,rmse,mae,skill_score,spearman_rho,spearman_pval,mse,baseline_mse,vif_a_avg,vif_b_avg,bootstrap_success_rate,placebo_effect,subset_effect,dowhy_original_effect,pressure_missing_pct,hurdle_occurrence_prob,hurdle_conditional_magnitude,hurdle_stage1_auc,hurdle_stage2_mae
gbm_nonparam,1,event_well_links_with_faults_90d_1km.csv,1177,0.07679541122430976,0.0,0.0695552890292205,0.08390115073779811,0.08399367766187919,3.0841046389046027e-62,0.07505111753315705,0.0957191134745511,0.0016253912250627552,-0.01108042670973301,0.011310771574525083,2.1165212857773383,0.33171290039740586,0.0,0.00489999401022833,0.92,0.2756398812998744,0.49630083600395325,0.6679624648260073,0.46630605511602685,0.4978899652521469,0.6636168597663735,2.485902562630411e-31,0.4461738544164351,0.8885977645128965,2.030630008495499,2.198164590431497,1.0,,,,0.0,0.7635371443816251,1.7177743104012504,0.9602567872194452,0.45699364690176736
gbm_nonparam,2,event_well_links_with_faults_90d_2km.csv,4778,0.08743422114635062,0.0,0.08429865223178387,0.09072373766586904,0.09175476255531023,4.3752852098718406e-285,0.08808909338983337,0.09582099822899748,-0.0005150382157041362,-0.00274131269824532,0.0046899184879674325,-0.5890579328682373,0.35065514255512226,0.0,-0.001468788428286556,1.0,0.32898347142380646,0.5238737107229599,0.6315476646150968,0.4532861056911709,0.5242392551812658,0.6657426812138171,1.913167638641094e-123,0.3988524526807828,0.8383467047764656,3.104032798644226,3.11284681839763,1.0,,,,0.0,0.7396602359521239,1.7458368119314425,0.9759242539991204,0.4329558333121824
gbm_nonparam,3,event_well_links_with_faults_90d_3km.csv,11649,0.09178186981086106,0.0,0.08983756745458193,0.09451624690238487,0.09755417195914716,0.0,0.09545742444260485,0.10049493758565252,0.002053673685555981,0.00014722955543383973,0.004601238278791999,2.237559214895139,0.33672866942699115,0.0,0.0060988976348545065,0.04,0.3491660969258402,0.5503476606576276,0.6139452270922994,0.4510030870031556,0.5503816703448845,0.6600147663773148,1.6920858815733483e-291,0.376928741869415,0.838330461657429,3.4921983384102115,3.4772395388657364,1.0,,,,0.0,0.7585364481899147,1.7408743447442951,0.9785669091273898,0.43815404546645864
gbm_nonparam,4,event_well_links_with_faults_90d_4km.csv,20292,0.09196854103038084,0.0,0.08981596448473408,0.09374746628666626,0.09959804625034052,0.0,0.0972184765665517,0.1016444475911561,0.0011323364927411494,8.366902308114149e-05,0.002672161719846073,1.2312215460361537,0.34268835139103626,0.0,0.0033042748262226695,0.04,0.35445961011271276,0.5344694518762656,0.613225350772034,0.45288234711337755,0.534511078650002,0.6466323366145402,0.0,0.3760453308294841,0.8078502271093542,3.915567169841268,3.8436145015963823,1.0,,,,0.0,0.7608816487086769,1.7167233508743307,0.9705667986407133,0.43784926933411256
gbm_nonparam,5,event_well_links_with_faults_90d_5km.csv,30460,0.09260264120468596,0.0,0.09085757457222768,0.09374293051792003,0.10014769095730895,0.0,0.0985408500536207,0.10135941898713235,0.001001863125759323,-0.0001347688258238523,0.002068967560277811,1.0818947631794176,0.3465094968577952,0.0,0.0028913006276722044,0.16,0.3575106948439213,0.5028147922448186,0.6409596490304792,0.46763884128734706,0.5028534779548036,0.636251643397286,0.0,0.41082927168527505,0.826374626931265,4.304944187406993,4.181399326303675,1.0,,,,0.0,0.745797198138559,1.6995796567269403,0.9674075582480133,0.43270697244727524
gbm_nonparam,6,event_well_links_with_faults_90d_6km.csv,42185,0.09338024722420067,0.0,0.09217928973369136,0.09481423159655049,0.10123571862894616,0.0,0.09981223183315235,0.10286477600080092,0.0010648320457377085,-0.00017497468424936428,0.0019315978280711273,1.1403182979170179,0.34797373232379564,0.0,0.0030600931818234593,0.08,0.3614191292470247,0.505714052556168,0.6340831006999578,0.4698871432337987,0.5057521992915441,0.6321917612524302,0.0,0.40206137859327273,0.813481371119825,4.394220642414033,4.238083564292549,1.0,,,,0.0,0.73197213811537,1.6984158794405895,0.9646486606342134,0.4334282663355801
gbm_nonparam,7,event_well_links_with_faults_90d_7km.csv,55955,0.09391470357911327,0.0,0.09266157215373318,0.09516253636662969,0.10183365930682864,0.0,0.09997975520516837,0.10307017171625815,0.001912486616576732,0.0006915148637920861,0.0024391077080418797,2.0364080848806205,0.3520388006668611,0.0,0.005432601784104312,0.0,0.3641128063234149,0.4986857103577269,0.6440212492979048,0.4720889897283015,0.4986860376633845,0.6319178421962935,0.0,0.41476336954723403,0.8273525189963378,4.462472114377906,4.262541567578168,1.0,,,,0.0,0.7303863687633053,1.6887929654605838,0.9616468864047817,0.4402811627747923
gbm_nonparam,8,event_well_links_with_faults_90d_8km.csv,72116,0.09381096178694702,0.0,0.0930929627942649,0.09471729489276885,0.10165025928458517,0.0,0.10054900863258091,0.10239568130867892,0.0024508839728945068,0.002003347747861914,0.00324975693937424,2.612577385637172,0.35502571955921225,0.0,0.00690339836769415,0.0,0.36380983206151063,0.48847922187871307,0.6560605256162362,0.4812804076110614,0.48849986744417273,0.6360882089138956,0.0,0.43041541327185207,0.8414766407218375,4.463729496827323,4.255607049821725,1.0,,,,0.0,0.7228396559112608,1.6878288856417216,0.9610560232287237,0.4416378227866102
gbm_nonparam,9,event_well_links_with_faults_90d_9km.csv,90728,0.09344749501231951,0.0,0.09264683531090266,0.09416748275821789,0.10078163619510101,0.0,0.0997558724544191,0.10169638276335186,0.0031491352175696363,0.002794998808160767,0.003873439795463521,3.3699514547227563,0.3572865617952958,0.0,0.008814032080428219,0.0,0.3620727282228893,0.4870229201553007,0.6562271181092595,0.48252865479817075,0.4870547172621109,0.6388063358149733,0.0,0.43063403054198407,0.8395321002728368,4.449799926025351,4.241209364584652,1.0,,,,0.0,0.7101452515355944,1.686758216433228,0.9551193876369992,0.4418240705294393
gbm_nonparam,10,event_well_links_with_faults_90d_10km.csv,110014,0.09360378395046418,0.0,0.09281671743196136,0.09442758298150065,0.10016209504296797,0.0,0.09896495496127235,0.10085591783196755,0.002801981389147995,0.0022937911154112087,0.0033199754823231534,2.9934488445796426,0.35760627360885866,0.0,0.00783538096485616,0.0,0.3681435075053652,0.49042819584841557,0.6538553913058384,0.475794080587496,0.4904573821757805,0.6448162362584899,0.0,0.4275268727397111,0.8390404605708526,4.409893903596032,4.198019791485341,1.0,,,,0.0,0.7018432113918066,1.6813018286736854,0.9562750228132706,0.4377391551014493
